"ID","InnerCode","ReportDate","SerialNumber","StockInnerCode","SharesHolding","MarketValue","RatioInNV","InvestType","XGRQ","JSID","InfoPublDate","InfoSource","ChangeOfSharesHolding","TransCode","InsertTime"
"720362304495","225768","4/6/2019 00:00:00","1","1598","18600","308016","0.0011","3","28/10/2022 14:13:44","720362304496","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304497","225768","4/6/2019 00:00:00","2","1774","16400","230420","0.0008","3","28/10/2022 14:13:44","720362304498","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304499","225768","4/6/2019 00:00:00","3","9892","3600","228888","0.0008","3","28/10/2022 14:13:44","720362304500","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304501","225768","4/6/2019 00:00:00","4","34997","2000","222960","0.0008","3","28/10/2022 14:13:44","720362304502","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304503","225768","4/6/2019 00:00:00","5","35007","2800","211344","0.0008","3","28/10/2022 14:13:44","720362304504","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304505","225768","4/6/2019 00:00:00","6","1290","11200","158144","0.0006","3","28/10/2022 14:13:44","720362304506","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304507","225768","4/6/2019 00:00:00","7","16375","12800","156416","0.0006","3","28/10/2022 14:13:44","720362304508","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304509","225768","4/6/2019 00:00:00","8","6197","25500","139740","0.0005","3","28/10/2022 14:13:44","720362304510","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304511","225768","4/6/2019 00:00:00","9","1885","16800","125832","0.0005","3","28/10/2022 14:13:44","720362304512","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"720362304513","225768","4/6/2019 00:00:00","10","5735","13800","124062","0.0004","3","28/10/2022 14:13:44","720362304514","6/6/2019 00:00:00","基金上市公告书",,"225768","28/10/2022 14:13:40"
"625145629131","225768","30/9/2019 00:00:00","1","226099","7643","566881.31","0.0004","2","10/4/2022 18:23:42","702930247078","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013789","225768","30/9/2019 00:00:00","1","3252","2238028","114340850.52","0.079","3","10/4/2022 18:23:42","702930247079","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013783","225768","30/9/2019 00:00:00","2","226106","2557","144930.76","0.0001","2","10/4/2022 18:23:42","702930247080","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013799","225768","30/9/2019 00:00:00","2","35007","776544","112893966.72","0.078","3","10/4/2022 18:23:42","702930247081","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013777","225768","30/9/2019 00:00:00","3","159829","884","78198.64","0.0001","2","10/4/2022 18:23:42","702930247082","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142295820","225768","30/9/2019 00:00:00","3","34997","443560","90220104","0.0624","3","10/4/2022 18:23:42","702930247083","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013781","225768","30/9/2019 00:00:00","4","177195","671","31094.14","0","2","10/4/2022 18:23:42","702930247084","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013787","225768","30/9/2019 00:00:00","4","1774","5020800","86407968","0.0597","3","10/4/2022 18:23:42","702930247085","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013779","225768","30/9/2019 00:00:00","5","159848","816","21942.24","0","2","10/4/2022 18:23:42","702930247086","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013801","225768","30/9/2019 00:00:00","5","50936","860765","84449654.15","0.0584","3","10/4/2022 18:23:42","702930247087","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013791","225768","30/9/2019 00:00:00","6","6178","2797453","83140303.16","0.0575","3","10/4/2022 18:23:42","702930247088","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013795","225768","30/9/2019 00:00:00","7","9892","1007099","66045552.42","0.0456","3","10/4/2022 18:23:42","702930247089","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013793","225768","30/9/2019 00:00:00","8","6197","11653558","63511891.1","0.0439","3","10/4/2022 18:23:42","702930247090","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013785","225768","30/9/2019 00:00:00","9","1598","4110700","62277105","0.043","3","10/4/2022 18:23:42","702930247091","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"625142013797","225768","30/9/2019 00:00:00","10","16375","3356000","49970840","0.0345","3","10/4/2022 18:23:42","702930247092","23/10/2019 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"632593687722","225768","31/12/2019 00:00:00","1","226099","7643","678698.4","0.0002","2","7/4/2022 03:26:34","702623801175","17/1/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:31"
"632593687724","225768","31/12/2019 00:00:00","1","35007","1365349","279746356.61","0.0919","3","7/4/2022 03:26:34","702623801176","17/1/2020 00:00:00","基金季度报告","588805","225768","25/3/2022 03:33:31"
"632593687726","225768","31/12/2019 00:00:00","2","223422","13249","317976","0.0001","2","7/4/2022 03:26:34","702623801177","17/1/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"632593687728","225768","31/12/2019 00:00:00","2","34997","979260","202021338","0.0663","3","7/4/2022 03:26:34","702623801178","17/1/2020 00:00:00","基金季度报告","535700","225768","25/3/2022 03:33:31"
"632593687730","225768","31/12/2019 00:00:00","3","228731","4306","189377.88","0.0001","2","7/4/2022 03:26:34","702623801179","17/1/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"632593687732","225768","31/12/2019 00:00:00","3","1774","7808000","171619840","0.0564","3","7/4/2022 03:26:34","702623801180","17/1/2020 00:00:00","基金季度报告","2787200","225768","25/3/2022 03:33:31"
"632593687734","225768","31/12/2019 00:00:00","4","222194","5790","135949.2","0","2","7/4/2022 03:26:34","702623801181","17/1/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"632593687736","225768","31/12/2019 00:00:00","4","50936","1171193","167949076.2","0.0552","3","7/4/2022 03:26:34","702623801182","17/1/2020 00:00:00","基金季度报告","310428","225768","25/3/2022 03:33:31"
"632593687738","225768","31/12/2019 00:00:00","5","226100","1450","131442.5","0","2","7/4/2022 03:26:34","702623801183","17/1/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"632593687740","225768","31/12/2019 00:00:00","5","9892","1758596","154756448","0.0508","3","7/4/2022 03:26:34","702623801184","17/1/2020 00:00:00","基金季度报告","751497","225768","25/3/2022 03:33:31"
"632593687742","225768","31/12/2019 00:00:00","6","3252","2932528","149089723.52","0.049","3","7/4/2022 03:26:34","702623801185","17/1/2020 00:00:00","基金季度报告","694500","225768","25/3/2022 03:33:31"
"632593687744","225768","31/12/2019 00:00:00","7","5264","11730000","138531300","0.0455","3","7/4/2022 03:26:34","702623801186","17/1/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"632593687746","225768","31/12/2019 00:00:00","8","6178","3714509","122281636.28","0.0402","3","7/4/2022 03:26:34","702623801187","17/1/2020 00:00:00","基金季度报告","917056","225768","25/3/2022 03:33:31"
"632593687748","225768","31/12/2019 00:00:00","9","6197","15438258","115323787.26","0.0379","3","7/4/2022 03:26:34","702623801188","17/1/2020 00:00:00","基金季度报告","3784700","225768","25/3/2022 03:33:31"
"632593687750","225768","31/12/2019 00:00:00","10","61439","391490","98843395.2","0.0325","3","7/4/2022 03:26:34","702623801190","17/1/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:31"
"640896207196","225768","31/3/2020 00:00:00","1","223248","20700","945162","0.0001","2","6/4/2022 00:27:24","702520065079","22/4/2020 00:00:00","基金季度报告","20700","225768","25/3/2022 03:33:31"
"640867985024","225768","31/3/2020 00:00:00","1","35007","4407146","1066573403.46","0.0982","3","6/4/2022 00:27:24","702520065080","22/4/2020 00:00:00","基金季度报告","3041797","225768","25/3/2022 03:33:31"
"640896207198","225768","31/3/2020 00:00:00","2","223422","13249","395880.12","0","2","6/4/2022 00:27:24","702520065081","22/4/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:31"
"640867985022","225768","31/3/2020 00:00:00","2","34997","3149024","821202478.72","0.0756","3","6/4/2022 00:27:24","702520065082","22/4/2020 00:00:00","基金季度报告","2169764","225768","25/3/2022 03:33:31"
"640896207200","225768","31/3/2020 00:00:00","3","237619","6833","270108.49","0","2","6/4/2022 00:27:24","702520065083","22/4/2020 00:00:00","基金季度报告","6833","225768","25/3/2022 03:33:31"
"640974198083","225768","31/3/2020 00:00:00","3","9892","5630462","654822730.6","0.0603","3","6/4/2022 00:27:24","702520065084","22/4/2020 00:00:00","基金季度报告","3871866","225768","25/3/2022 03:33:31"
"640896207205","225768","31/3/2020 00:00:00","4","237621","8807","184594.72","0","2","6/4/2022 00:27:24","702520065085","22/4/2020 00:00:00","基金季度报告","8807","225768","25/3/2022 03:33:31"
"640867101112","225768","31/3/2020 00:00:00","4","50936","3776965","588828843.5","0.0542","3","6/4/2022 00:27:24","702520065086","22/4/2020 00:00:00","基金季度报告","2605772","225768","25/3/2022 03:33:31"
"640896207210","225768","31/3/2020 00:00:00","5","226100","1450","168823.5","0","2","6/4/2022 00:27:24","702520065087","22/4/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:31"
"640974198085","225768","31/3/2020 00:00:00","5","5264","37535930","536388439.7","0.0494","3","6/4/2022 00:27:24","702520065088","22/4/2020 00:00:00","基金季度报告","25805930","225768","25/3/2022 03:33:31"
"640867101109","225768","31/3/2020 00:00:00","6","1774","25182605","495341840.35","0.0456","3","6/4/2022 00:27:24","702520065089","22/4/2020 00:00:00","基金季度报告","17374605","225768","25/3/2022 03:33:31"
"640974198087","225768","31/3/2020 00:00:00","7","6197","49289344","485992931.84","0.0447","3","6/4/2022 00:27:24","702520065090","22/4/2020 00:00:00","基金季度报告","33851086","225768","25/3/2022 03:33:31"
"640974198089","225768","31/3/2020 00:00:00","8","3252","9384073","468265242.7","0.0431","3","6/4/2022 00:27:24","702520065091","22/4/2020 00:00:00","基金季度报告","6451545","225768","25/3/2022 03:33:31"
"640867985026","225768","31/3/2020 00:00:00","9","61439","1251170","335763981.2","0.0309","3","6/4/2022 00:27:24","702520065092","22/4/2020 00:00:00","基金季度报告","859680","225768","25/3/2022 03:33:31"
"640873095107","225768","31/3/2020 00:00:00","10","6178","11886339","318910475.37","0.0294","3","6/4/2022 00:27:24","702520065093","22/4/2020 00:00:00","基金季度报告","8171830","225768","25/3/2022 03:33:32"
"648648405405","225768","30/6/2020 00:00:00","1","10347","577000","4431360","0.0004","2","3/4/2022 16:24:54","702318318945","21/7/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"648648402481","225768","30/6/2020 00:00:00","1","35007","4582859","1081142266.69","0.0941","3","3/4/2022 16:24:54","702318318946","21/7/2020 00:00:00","基金季度报告","175713","225768","25/3/2022 03:33:32"
"648648405945","225768","30/6/2020 00:00:00","2","12289","118000","1851420","0.0002","2","3/4/2022 16:24:54","702318318947","21/7/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"648648405955","225768","30/6/2020 00:00:00","2","5264","34122978","766402085.88","0.0667","3","3/4/2022 16:24:54","702318318948","21/7/2020 00:00:00","基金季度报告","-3412952","225768","25/3/2022 03:33:32"
"648648404356","225768","30/6/2020 00:00:00","3","223248","20700","1415466","0.0001","2","3/4/2022 16:24:54","702318318949","21/7/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:32"
"648648403229","225768","30/6/2020 00:00:00","3","9892","4143227","708118926.57","0.0616","3","3/4/2022 16:24:54","702318318950","21/7/2020 00:00:00","基金季度报告","-1487235","225768","25/3/2022 03:33:32"
"648648403873","225768","30/6/2020 00:00:00","4","9572","118000","838980","0.0001","2","3/4/2022 16:24:54","702318318951","21/7/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"648648403233","225768","30/6/2020 00:00:00","4","34997","3055876","681154760.4","0.0593","3","3/4/2022 16:24:54","702318318952","21/7/2020 00:00:00","基金季度报告","-93148","225768","25/3/2022 03:33:32"
"648648401771","225768","30/6/2020 00:00:00","5","252151","12351","726485.82","0.0001","2","3/4/2022 16:24:54","702318318953","21/7/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"648648405950","225768","30/6/2020 00:00:00","5","1774","19870105","621338183.35","0.0541","3","3/4/2022 16:24:54","702318318954","21/7/2020 00:00:00","基金季度报告","-5312500","225768","25/3/2022 03:33:32"
"648648404870","225768","30/6/2020 00:00:00","6","50936","3055840","617126888","0.0537","3","3/4/2022 16:24:54","702318318955","21/7/2020 00:00:00","基金季度报告","-721125","225768","25/3/2022 03:33:32"
"648648405410","225768","30/6/2020 00:00:00","7","3252","7639452","555770133","0.0484","3","3/4/2022 16:24:54","702318318956","21/7/2020 00:00:00","基金季度报告","-1744621","225768","25/3/2022 03:33:32"
"648648403875","225768","30/6/2020 00:00:00","8","6197","38197462","516811660.86","0.045","3","3/4/2022 16:24:54","702318318957","21/7/2020 00:00:00","基金季度报告","-11091882","225768","25/3/2022 03:33:32"
"648648405415","225768","30/6/2020 00:00:00","9","61439","1527781","466049594.05","0.0406","3","3/4/2022 16:24:54","702318318958","21/7/2020 00:00:00","基金季度报告","276611","225768","25/3/2022 03:33:32"
"648648403238","225768","30/6/2020 00:00:00","10","168983","935990","379796662.3","0.0331","3","3/4/2022 16:24:54","702318318960","21/7/2020 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"657202472787","225768","30/9/2020 00:00:00","1","10347","577000","4783330","0.0004","2","2/4/2022 18:40:57","702240158721","28/10/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:32"
"657202466471","225768","30/9/2020 00:00:00","1","3252","9017038","1071043773.64","0.0795","3","2/4/2022 18:40:57","702240158722","28/10/2020 00:00:00","基金季度报告","1377586","225768","25/3/2022 03:33:32"
"657202474561","225768","30/9/2020 00:00:00","2","240641","121132","3113092.4","0.0002","2","2/4/2022 18:40:57","702240158723","28/10/2020 00:00:00","基金季度报告","121132","225768","25/3/2022 03:33:32"
"657202468883","225768","30/9/2020 00:00:00","2","35007","5560388","962558766.68","0.0715","3","2/4/2022 18:40:57","702240158724","28/10/2020 00:00:00","基金季度报告","977529","225768","25/3/2022 03:33:32"
"657202470774","225768","30/9/2020 00:00:00","3","12289","118000","2219580","0.0002","2","2/4/2022 18:40:57","702240158725","28/10/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:32"
"657202475360","225768","30/9/2020 00:00:00","3","5264","39483574","874561164.1","0.065","3","2/4/2022 18:40:57","702240158726","28/10/2020 00:00:00","基金季度报告","5360596","225768","25/3/2022 03:33:32"
"657202472448","225768","30/9/2020 00:00:00","4","252151","12351","688321.23","0.0001","2","2/4/2022 18:40:57","702240158727","28/10/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:32"
"657202466848","225768","30/9/2020 00:00:00","4","1774","23543297","842614599.63","0.0626","3","2/4/2022 18:40:57","702240158728","28/10/2020 00:00:00","基金季度报告","3673192","225768","25/3/2022 03:33:32"
"657202474208","225768","30/9/2020 00:00:00","5","239845","9201","341541.12","0","2","2/4/2022 18:40:57","702240158729","28/10/2020 00:00:00","基金季度报告","0","225768","25/3/2022 03:33:32"
"657202473096","225768","30/9/2020 00:00:00","5","9892","5187005","825045015.3","0.0613","3","2/4/2022 18:40:57","702240158730","28/10/2020 00:00:00","基金季度报告","1043778","225768","25/3/2022 03:33:32"
"657202474300","225768","30/9/2020 00:00:00","6","50936","3636147","641972393.39","0.0477","3","2/4/2022 18:40:57","702240158731","28/10/2020 00:00:00","基金季度报告","580307","225768","25/3/2022 03:33:32"
"657202465867","225768","30/9/2020 00:00:00","7","6197","45710457","626233260.9","0.0465","3","2/4/2022 18:40:57","702240158732","28/10/2020 00:00:00","基金季度报告","7512995","225768","25/3/2022 03:33:32"
"657202473538","225768","30/9/2020 00:00:00","8","61439","2007671","600996313.85","0.0446","3","2/4/2022 18:40:57","702240158733","28/10/2020 00:00:00","基金季度报告","479890","225768","25/3/2022 03:33:32"
"657202474638","225768","30/9/2020 00:00:00","9","34997","3636706","572017486.74","0.0425","3","2/4/2022 18:40:57","702240158734","28/10/2020 00:00:00","基金季度报告","580830","225768","25/3/2022 03:33:32"
"657202469579","225768","30/9/2020 00:00:00","10","168983","1156950","437095710","0.0325","3","2/4/2022 18:40:57","702240158735","28/10/2020 00:00:00","基金季度报告","220960","225768","25/3/2022 03:33:32"
"664628436780","225768","31/12/2020 00:00:00","1","71995","160000","6681600","0.0005","2","29/3/2022 22:51:40","701910362825","22/1/2021 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"664628436784","225768","31/12/2020 00:00:00","1","50936","6064103","1389178203.3","0.0939","3","29/3/2022 22:51:40","701910362828","22/1/2021 00:00:00","基金季度报告","2427956","225768","25/3/2022 03:33:32"
"664628435746","225768","31/12/2020 00:00:00","2","4908","369600","2576112","0.0002","2","29/3/2022 22:51:40","701910362831","22/1/2021 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"664628437266","225768","31/12/2020 00:00:00","2","35007","4244833","838354517.5","0.0567","3","29/3/2022 22:51:40","701910362833","22/1/2021 00:00:00","基金季度报告","-1315555","225768","25/3/2022 03:33:32"
"664628436262","225768","31/12/2020 00:00:00","3","240641","12114","1069545.06","0.0001","2","29/3/2022 22:51:40","701910362839","22/1/2021 00:00:00","基金季度报告","-109018","225768","25/3/2022 03:33:32"
"664628437798","225768","31/12/2020 00:00:00","3","1928","30930896","835443500.96","0.0565","3","29/3/2022 22:51:40","701910362842","22/1/2021 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"664628435748","225768","31/12/2020 00:00:00","4","285408","2427","394921.44","0","2","29/3/2022 22:51:40","701910362845","22/1/2021 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"664628435752","225768","31/12/2020 00:00:00","4","3252","6063995","811423170.95","0.0548","3","29/3/2022 22:51:40","701910362848","22/1/2021 00:00:00","基金季度报告","-2953043","225768","25/3/2022 03:33:32"
"664628435286","225768","31/12/2020 00:00:00","5","134754","473","285389.28","0","2","29/3/2022 22:51:40","701910362853","22/1/2021 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"664628437800","225768","31/12/2020 00:00:00","5","168983","1213150","686594885","0.0464","3","29/3/2022 22:51:40","701910362856","22/1/2021 00:00:00","基金季度报告","56200","225768","25/3/2022 03:33:32"
"664628435288","225768","31/12/2020 00:00:00","6","1972","6669049","660235851","0.0446","3","29/3/2022 22:51:40","701910362859","22/1/2021 00:00:00","基金季度报告",,"225768","25/3/2022 03:33:32"
"664628436782","225768","31/12/2020 00:00:00","7","9892","3638438","657611284.12","0.0444","3","29/3/2022 22:51:40","701910362861","22/1/2021 00:00:00","基金季度报告","-1548567","225768","25/3/2022 03:33:32"
"664628435750","225768","31/12/2020 00:00:00","8","1774","15159997","645361072.29","0.0436","3","29/3/2022 22:51:40","701910362867","22/1/2021 00:00:00","基金季度报告","-8383300","225768","25/3/2022 03:33:32"
